object_id,museaali_number,eseme_nimi,material,material_category
622647,ERM B 194:18,"kasukas, poiste",,nahk
622652,ERM B 195:3,vöö,helmed,tekstiil
622652,ERM B 195:3,vöö,ketas,tekstiil
622652,ERM B 195:3,vöö,klaas,tekstiil
622652,ERM B 195:3,vöö,kunstkiudmaterjal,tekstiil
622652,ERM B 195:3,vöö,kunstsiid,tekstiil
622652,ERM B 195:3,vöö,plast,tekstiil
622652,ERM B 195:3,vöö,traat,tekstiil
622652,ERM B 195:3,vöö,valge metall,tekstiil
622652,ERM B 195:3,vöö,vask,tekstiil
622654,ERM B 195:5,müts,karusnahk,tekstiil
622654,ERM B 195:5,müts,,tekstiil
622654,ERM B 195:5,müts,puuvill,tekstiil
622654,ERM B 195:5,müts,rebane,tekstiil
622654,ERM B 195:5,müts,vill,tekstiil
622654,ERM B 195:5,müts,,tekstiil
622656,ERM B 195:7/ab,karp,toht,puit
622657,ERM B 195:8,"figuur, puusepp",lehtpuu,puit
622658,ERM B 195:9,"figuur, öökull",kuusk,puit
622659,ERM B 195:10,"figuur, naine lapsega",savi,keraamika
622660,ERM B 195:11,"mänguasi, ""lina töötlemine""",pärn,puit
622666,ERM B 196:1,"särk, naise",puuvill,tekstiil
622667,ERM B 196:2,ülerõivas,puuvill,tekstiil
622668,ERM B 196:3,põll,polüester,tekstiil
622668,ERM B 196:3,põll,puuvill,tekstiil
622669,ERM B 196:4,"särk, naiste",puuvill,tekstiil
622670,ERM B 196:5,põll,puuvill,tekstiil
622670,ERM B 196:5,põll,vill,tekstiil
622671,ERM B 196:6,särk,puuvill,tekstiil
622671,ERM B 196:6,särk,vill,tekstiil
622672,ERM B 196:7,põll,puuvill,tekstiil
622672,ERM B 196:7,põll,vill,tekstiil
622673,ERM B 196:8,kaelaehe,alumiinium,metall
622673,ERM B 196:8,kaelaehe,plast,plastik
622673,ERM B 196:8,kaelaehe,puuvill,tekstiil
622674,ERM B 196:9,vöö,kangas,tekstiil
622674,ERM B 196:9,vöö,kett,tekstiil
622674,ERM B 196:9,vöö,puuvill,tekstiil
622674,ERM B 196:9,vöö,vask,tekstiil
622675,ERM B 196:10,rätik,vill,tekstiil
622675,ERM B 196:10,rätik,vill,tekstiil
622676,ERM B 196:11,padjapüür,puuvill,tekstiil
622676,ERM B 196:11,padjapüür,vill,tekstiil
622677,ERM B 196:12,padjapüür,puuvill,tekstiil
622678,ERM B 196:13,käteräti pits,puuvill,tekstiil
622679,ERM B 196:14,käteräti pits,puuvill,tekstiil
622680,ERM B 196:15,"särk, naiste",puuvill,tekstiil
622681,ERM B 196:16,"särk, naiste",puuvill,tekstiil
622682,ERM B 196:17,ülerõivas,kunstsiid,tekstiil
622682,ERM B 196:17,ülerõivas,puuvill,tekstiil
622683,ERM B 196:18,"särk, naiste",kunstsiid,tekstiil
622683,ERM B 196:18,"särk, naiste",puuvill,tekstiil
622684,ERM B 196:19,ülerõivas,kunstsiid,tekstiil
622684,ERM B 196:19,ülerõivas,puuvill,tekstiil
623107,ERM B 179:24/abc,võrgukivid,kivim,kivim
623107,ERM B 179:24/abc,võrgukivid,lina,tekstiil
623107,ERM B 179:24/abc,võrgukivid,nöör,tekstiil
623111,ERM B 179:25,võrgukivi,savi,keraamika
623112,ERM B 179:26/ab,ujukid,mänd,puit
623113,ERM B 179:27,maakirves,raud,metall
623114,ERM B 179:28/ab,võrgukivi,tsement,kivim
623117,ERM B 179:29/ab,võrgukivi,kivim,kivim
623117,ERM B 179:29/ab,võrgukivi,šamottkivi,kivim
623124,ERM B 179:30,pesukurikas,kask,puit
623125,ERM B 179:31,võrgukivi,savi,keraamika
623126,ERM B 179:32,pott,savi,keraamika
623127,ERM B 179:33/ab,võimasin,kask,puit
623127,ERM B 179:33/ab,võimasin,klaas,klaas
623128,ERM B 179:34/ab,latern,klaas,klaas
623128,ERM B 179:34/ab,latern,metall,metall
623129,ERM B 179:35,peegel,puit,puit
623129,ERM B 179:35,peegel,,puit
623130,ERM B 179:36,kauss,savi,keraamika
623131,ERM B 179:37,lumelabidas,kask,puit
623135,ERM B 179:40,võimasin,kuusk,puit
623135,ERM B 179:40,võimasin,paju,puit
623135,ERM B 179:40,võimasin,vits,puit
623136,ERM B 179:41,viipsipuu,,puit
623136,ERM B 179:41,viipsipuu,,puit
623136,ERM B 179:41,viipsipuu,kask,puit
623136,ERM B 179:41,viipsipuu,kuusk,puit
623167,ERM B 196:20,ülerõivas,puuvill,tekstiil
623167,ERM B 196:20,ülerõivas,vill,tekstiil
623168,ERM B 196:21,peakate,kalev (riidesort),tekstiil
623168,ERM B 196:21,peakate,karusnahk,tekstiil
623168,ERM B 196:21,peakate,,tekstiil
623169,ERM B 196:22,kõrvarõngad,puuvill,tekstiil
623170,ERM B 196:23,ikoonirätik,puuvill,tekstiil
623171,ERM B 196:24,ikoonirätik,puuvill,tekstiil
623172,ERM B 196:25,ikoonirätik,puuvill,tekstiil
623173,ERM B 196:26,"särk, naiste",kunstsiid,tekstiil
623173,ERM B 196:26,"särk, naiste",puuvill,tekstiil
623174,ERM B 196:27,ülerõivas,kunstsiid,tekstiil
623174,ERM B 196:27,ülerõivas,puuvill,tekstiil
623175,ERM B 196:28,põll,kunstsiid,tekstiil
623176,ERM B 196:29,põll,kunstsiid,tekstiil
623177,ERM B 196:30,rätik,,tekstiil
623177,ERM B 196:30,rätik,vill,tekstiil
623178,ERM B 197:1,kindaproov,lõng,tekstiil
623178,ERM B 197:1,kindaproov,vill,tekstiil
623179,ERM B 197:2,sviitriproov,vill,tekstiil
623180,ERM B 197:3,"labakinnas, poiste",lõng,tekstiil
623180,ERM B 197:3,"labakinnas, poiste",vill,tekstiil
623180,ERM B 197:3,"labakinnas, poiste",vill,tekstiil
623181,ERM B 197:4,labakinnas,lõng,tekstiil
623181,ERM B 197:4,labakinnas,vill,tekstiil
623182,ERM B 197:5,mütsi mustri proov,vill,tekstiil
623183,ERM B 197:6,"vest, poiste",lõng,tekstiil
623183,ERM B 197:6,"vest, poiste",vill,tekstiil
623184,ERM B 197:7,taskurätik,puuvill,tekstiil
623185,ERM B 197:8,sall,puuvill,tekstiil
623186,ERM B 197:9,pesukorv,mänd,puit
623186,ERM B 197:9,pesukorv,,puit
623186,ERM B 197:9,pesukorv,toomingas,puit
623187,ERM B 197:10,seenekorv,mänd,puit
623188,ERM B 197:11/ab,kõrvarõngad,klaas,klaas
623188,ERM B 197:11/ab,kõrvarõngad,metall,metall
623189,ERM B 197:12,kõrvarõngas,klaas,klaas
623189,ERM B 197:12,kõrvarõngas,metall,metall
623190,ERM B 197:13,sõrmus,hõbe,metall
623191,ERM B 197:14,kalurimüts,,tekstiil
623191,ERM B 197:14,kalurimüts,kunstnahk,tekstiil
623191,ERM B 197:14,kalurimüts,puuvill,tekstiil
623191,ERM B 197:14,kalurimüts,,tekstiil
623192,ERM B 197:15,nahkkinnas,nahk,nahk
623192,ERM B 197:15,nahkkinnas,,nahk
623193,ERM B 197:16,"vest, meeste",,tekstiil
623193,ERM B 197:16,"vest, meeste",nööp,tekstiil
623193,ERM B 197:16,"vest, meeste",plast,tekstiil
623193,ERM B 197:16,"vest, meeste",puuvill,tekstiil
623193,ERM B 197:16,"vest, meeste",vill,tekstiil
623193,ERM B 197:16,"vest, meeste",,tekstiil
623195,ERM B 197:18,müts,nahk,nahk
623197,ERM B 197:20,kotikene,puuvill,tekstiil
623198,ERM B 197:21,kotikene,puuvill,tekstiil
623199,ERM B 197:22,kotikene,lina,tekstiil
623200,ERM B 197:23,kotikene,lina,tekstiil
623201,ERM B 197:24,vöö,lõng,tekstiil
623201,ERM B 197:24,vöö,vill,tekstiil
623202,ERM B 197:25,kleidikrae,puuvill,tekstiil
623203,ERM B 197:26,marjakorv,lehtpuu,tekstiil
623204,ERM B 197:27,"seinavaip, köögi",puuvill,tekstiil
623205,ERM B 197:28,pits,puuvill,tekstiil
623206,ERM B 197:29,"kinnas, labakinnas, kirikinnas",vill,tekstiil
623207,ERM B 197:30,kada,kumm,puit
623207,ERM B 197:30,kada,nahk,puit
623207,ERM B 197:30,kada,tehismaterjal,puit
623207,ERM B 197:30,kada,õunapuu,puit
623208,ERM B 197:31,põrandavaip,puuvill,tekstiil
623209,ERM B 197:32,rätik,puuvill,tekstiil
623210,ERM B 197:33,sall,tehiskiud,tekstiil
623210,ERM B 197:33,sall,vill,tekstiil
623211,ERM B 197:34,"rätik, siidirätt",siid,tekstiil
623212,ERM B 197:35,käterätt,puuvill,tekstiil
623213,ERM B 197:36,pott,savi,keraamika
623214,ERM B 197:37,tool,lehtpuu,puit
623215,ERM B 197:38,"seelik, vatiseelik",puuvill,tekstiil
623215,ERM B 197:38,"seelik, vatiseelik",riie,tekstiil
623215,ERM B 197:38,"seelik, vatiseelik",vatt,tekstiil
623216,ERM B 197:39,aknaluuk,,
623216,ERM B 197:39,aknaluuk,metall,metall
623216,ERM B 197:39,aknaluuk,okaspuit,puit
623217,ERM B 197:40/ab,"vaalikurikas, nui",lehtpuu,puit
623677,ERM B 179:44,soalaad,kask,puit
623678,ERM B 179:45,niidikeha,kask,puit
623679,ERM B 179:46,viipsipuu,kask,puit
623679,ERM B 179:46,viipsipuu,raud,metall
623682,ERM B 179:49/ab,kindad,lõng,tekstiil
623682,ERM B 179:49/ab,kindad,vill,tekstiil
623684,ERM B 179:50,heegelsussid,lõng,tekstiil
623684,ERM B 179:50,heegelsussid,vill,tekstiil
623685,ERM B 179:51,pott,savi,keraamika
623693,ERM B 179:58,võrguhark,kask,puit
623694,ERM B 179:59,ahjuroop,raud,metall
623695,ERM B 179:60,potihark,kuusk,puit
623695,ERM B 179:60,potihark,raud,metall
623696,ERM B 179:61,potihark,kuusk,puit
623696,ERM B 179:61,potihark,raud,metall
623697,ERM B 179:62,potihark,kuusk,puit
623697,ERM B 179:62,potihark,raud,metall
623699,ERM B 179:63,panninäpits,kuusk,puit
623699,ERM B 179:63,panninäpits,raud,metall
623700,ERM B 179:64,panninäpits,kuusk,puit
623700,ERM B 179:64,panninäpits,raud,metall
623701,ERM B 179:65,panninäpits,kuusk,puit
623701,ERM B 179:65,panninäpits,raud,metall
623702,ERM B 179:66,soolatops,kask,puit
623713,ERM B 179:73,marjakühvel,kuusk,puit
623713,ERM B 179:73,marjakühvel,nahk,puit
623713,ERM B 179:73,marjakühvel,raud,puit
623714,ERM B 179:74,kalakorv,mänd,puit
623715,ERM B 179:75,noodapüügi konks,kask,puit
623715,ERM B 179:75,noodapüügi konks,lina,puit
623715,ERM B 179:75,noodapüügi konks,nöör,puit
623717,ERM B 179:76,võrgukivi,savi,keraamika
623718,ERM B 179:77,jääking,lina,tekstiil
623718,ERM B 179:77,jääking,nahk,nahk
623718,ERM B 179:77,jääking,nöör,tekstiil
623718,ERM B 179:77,jääking,raud,metall
623747,ERM B 197:41,ikoon,lehtpuu,puit
623747,ERM B 197:41,ikoon,metall,metall
623747,ERM B 197:41,ikoon,paber,paber
623748,ERM B 197:42,pearätik,vill,tekstiil
623749,ERM B 197:43,"põll, laste",puuvill,tekstiil
623750,ERM B 197:44,"postkaart, nimepäeva",paber,paber
623751,ERM B 197:45,"postkaart, nimepäeva",paber,paber
623756,ERM B 197:50,tikkimisraam,vill,tekstiil
623756,ERM B 197:50,tikkimisraam,vineer,puit
623757,ERM B 197:51,mõrd,nöör,tekstiil
623757,ERM B 197:51,mõrd,okaspuit,puit
623757,ERM B 197:51,mõrd,papp,paber
623757,ERM B 197:51,mõrd,raud,metall
623757,ERM B 197:51,mõrd,,
623758,ERM B 197:52,kauss,savi,keraamika
623759,ERM B 197:53,taburet,lehtpuu,puit
623760,ERM B 197:54,suurrätt,vill,tekstiil
623761,ERM B 197:55,kleit,,tekstiil
623762,ERM B 197:56,alusseelik,puuvill,tekstiil
623763,ERM B 197:57,laudlina,puuvill,tekstiil
623764,ERM B 197:58,laudlina,puuvill,tekstiil
623765,ERM B 197:59,voodikate,puuvill,tekstiil
623766,ERM B 197:60,põll,puuvill,tekstiil
623767,ERM B 197:61,päevatekk,puuvill,tekstiil
623768,ERM B 197:62,pluus,puuvill,tekstiil
623769,ERM B 197:63,kleit,puuvill,tekstiil
623770,ERM B 197:64,"särgiriie, katkend",puuvill,tekstiil
623771,ERM B 197:65,"särgiriie, katkend",puuvill,tekstiil
623772,ERM B 197:66,põll,puuvill,tekstiil
623773,ERM B 197:67/ab,labakindad,lõng,tekstiil
623773,ERM B 197:67/ab,labakindad,vill,tekstiil
623774,ERM B 197:68,ujuk,mänd,puit
623775,ERM B 197:69,leivalabidas,lehtpuu,puit
623776,ERM B 197:70/1-15,"niied, varbadega",lehtpuu,puit
623776,ERM B 197:70/1-15,"niied, varbadega",lina,tekstiil
623777,ERM B 197:71,triikraud,kask,puit
623777,ERM B 197:71,triikraud,malm,metall
623777,ERM B 197:71,triikraud,malm,metall
623778,ERM B 197:72,"kleidiriie, katkend",puuvill,tekstiil
623779,ERM B 197:73,"palitu vooder, katkend",atlassiid,tekstiil
623779,ERM B 197:73,"palitu vooder, katkend",,tekstiil
623780,ERM B 197:74,"kleidiriie, katkend",puuvill,tekstiil
623781,ERM B 197:75,"kleidiriie, katkend",puuvill,tekstiil
623782,ERM B 197:76,"kleidiriie, katkend",puuvill,tekstiil
623783,ERM B 197:77,"särgiriie, meeste, katkend",puuvill,tekstiil
623784,ERM B 197:78,"pluusiriie, katkend",puuvill,tekstiil
623785,ERM B 197:79,"kitliriie, katkend",bemberg (riidesort),tekstiil
623786,ERM B 197:80,"alusseeliku riie, katkend",puuvill,tekstiil
623787,ERM B 197:81,"voodririie, katkend",kude,tekstiil
623787,ERM B 197:81,"voodririie, katkend",lina,tekstiil
623787,ERM B 197:81,"voodririie, katkend",lõim,tekstiil
623787,ERM B 197:81,"voodririie, katkend",vill,tekstiil
623788,ERM B 197:82,"kitliriie, katkend",puuvill,tekstiil
623789,ERM B 197:83,"kleidiriie, katkend",puuvill,tekstiil
623790,ERM B 197:84,"kleidiriie, katkend",puuvill,tekstiil
623791,ERM B 197:85,"kleidiriie, katkend",puuvill,tekstiil
623792,ERM B 197:86,"kleidiriie, katkend",puuvill,tekstiil
623793,ERM B 197:87,"jaki voodririie, katkend",puuvill,tekstiil
623794,ERM B 197:88,"kleidiriie, katkend",puuvill,tekstiil
623795,ERM B 197:89,"vatiteki riie, katkend",puuvill,tekstiil
624238,ERM B 179:79,seelik,pael,tekstiil
624238,ERM B 179:79,seelik,puuvill,tekstiil
624238,ERM B 179:79,seelik,sits (riidesort),tekstiil
624238,ERM B 179:79,seelik,trikotaazh,tekstiil
624240,ERM B 179:81,margapuu,raud,metall
624244,ERM B 179:85/ab,labakindad,lõng,tekstiil
624244,ERM B 179:85/ab,labakindad,vill,tekstiil
624247,ERM B 179:87,samovar,kask,puit
624247,ERM B 179:87,samovar,metall,metall
624250,ERM B 179:90,hui,lehtpuu,puit
624251,ERM B 179:91,võrguhark,,puit
624251,ERM B 179:91,võrguhark,kask,puit
624251,ERM B 179:91,võrguhark,kuusk,puit
624252,ERM B 179:92,sõrmenuga,metall,metall
624253,ERM B 179:93,kapsanui,lehtpuu,puit
624254,ERM B 179:94,torbik,toht,puit
624254,ERM B 179:94,torbik,toomingas,puit
624254,ERM B 179:94,torbik,vits,puit
624255,ERM B 179:95,korv,niit,puit
624255,ERM B 179:95,korv,puuvill,puit
624255,ERM B 179:95,korv,toht,puit
624256,ERM B 179:96,põrandariide materjali kerija,kask,puit
624256,ERM B 179:96,põrandariide materjali kerija,kuusk,puit
624256,ERM B 179:96,põrandariide materjali kerija,,puit
624259,ERM B 179:98,"marjakühvel, mustika",kask,puit
624260,ERM B 179:99,naelakast,kuusk,puit
624261,ERM B 179:100,seljakorv,mänd,puit
624262,ERM B 179:101/ab,labakindad,,tekstiil
624262,ERM B 179:101/ab,labakindad,lõng,tekstiil
624262,ERM B 179:101/ab,labakindad,vill,tekstiil
624264,ERM B 179:102/ab,võikarp,haab,puit
624264,ERM B 179:102/ab,võikarp,kuusk,puit
624264,ERM B 179:102/ab,võikarp,,puit
624264,ERM B 179:102/ab,võikarp,niit,puit
624264,ERM B 179:102/ab,võikarp,puuvill,puit
624264,ERM B 179:102/ab,võikarp,,puit
624264,ERM B 179:102/ab,võikarp,,puit
624265,ERM B 179:103/ab,karp,juured,puit
624265,ERM B 179:103/ab,karp,mänd,puit
624268,ERM B 179:105,labakinnas,lõng,tekstiil
624268,ERM B 179:105,labakinnas,vill,tekstiil
624269,ERM B 179:106/ab,"labakindad, meeste",,tekstiil
624269,ERM B 179:106/ab,"labakindad, meeste",lõng,tekstiil
624269,ERM B 179:106/ab,"labakindad, meeste",vill,tekstiil
624270,ERM B 179:107,sõrmkinnas,lõng,tekstiil
624270,ERM B 179:107,sõrmkinnas,lõng,tekstiil
624270,ERM B 179:107,sõrmkinnas,vill,tekstiil
624272,ERM B 179:109,seelikuriie,kude,tekstiil
624272,ERM B 179:109,seelikuriie,linane,tekstiil
624272,ERM B 179:109,seelikuriie,lõim,tekstiil
624273,ERM B 179:110,külimit,juured,puit
624273,ERM B 179:110,külimit,mänd,puit
624274,ERM B 179:111,korv,mänd,puit
624274,ERM B 179:111,korv,nöör,puit
624274,ERM B 179:111,korv,puuvill,puit
624275,ERM B 179:112,kalakorv,mänd,puit
624275,ERM B 179:112,kalakorv,nöör,puit
624275,ERM B 179:112,kalakorv,puuvill,puit
624276,ERM B 179:113,seljakorv,mänd,puit
624277,ERM B 179:114,heinakorv,mänd,puit
624311,ERM B 197:90,"kleidiriie, katkend",puuvill,tekstiil
624312,ERM B 197:91,"kleidiriie, katkend",puuvill,tekstiil
624313,ERM B 197:92,"kleidiriie, katkend",puuvill,tekstiil
624314,ERM B 197:93,"kitliriie, katkend",puuvill,tekstiil
624315,ERM B 197:94,"kleidiriie, katkend",puuvill,tekstiil
624316,ERM B 197:95,"pluusiriie, katkend",puuvill,tekstiil
624317,ERM B 197:96,"kleidiriie, katkend",puuvill,tekstiil
624318,ERM B 197:97,"kleidiriie, katkend",puuvill,tekstiil
624319,ERM B 197:98,"kleidiriie, tüdrukute, katkend",puuvill,tekstiil
624320,ERM B 197:99,"kleidiriie, katkend",puuvill,tekstiil
624321,ERM B 197:100,"kleidiriie, tüdrukute, katkend",puuvill,tekstiil
624322,ERM B 197:101,"kleidiriie, katkend",puuvill,tekstiil
624323,ERM B 197:102,"pluusiriie, katkend",puuvill,tekstiil
624324,ERM B 197:103,"kleidiriie, katkend",puuvill,tekstiil
624325,ERM B 197:104,mänguasi arvelaud,metall,metall
624325,ERM B 197:104,mänguasi arvelaud,plast,plastik
624326,ERM B 197:105,pihtseelik,vill,tekstiil
624327,ERM B 197:106,sülemi nõu,metall,metall
624327,ERM B 197:106,sülemi nõu,puuvill,puit
624327,ERM B 197:106,sülemi nõu,vineer,puit
624328,ERM B 197:107,hui,vask,metall
624329,ERM B 197:108,rätik,polüester,tekstiil
624330,ERM B 197:109,rätik,polüester,tekstiil
624331,ERM B 197:110,pluus,polüester,tekstiil
624332,ERM B 197:111,pluus,polüester,tekstiil
624333,ERM B 197:112,pluus,nailon,tekstiil
624334,ERM B 197:113,"kingad, naiste",nahk,nahk
624335,ERM B 197:114,"pluus, naiste",polüester,tekstiil
624336,ERM B 197:115,"pluus, naiste",polüamiid,tekstiil
624339,ERM B 197:118,seelik,,tekstiil
624339,ERM B 197:118,seelik,metall,tekstiil
624339,ERM B 197:118,seelik,,tekstiil
624339,ERM B 197:118,seelik,vabrikuriie,tekstiil
624339,ERM B 197:118,seelik,vill,tekstiil
624340,ERM B 197:119,vest,vill,tekstiil
624341,ERM B 197:120,seelik,,tekstiil
624341,ERM B 197:120,seelik,vabrikuriie,tekstiil
624342,ERM B 197:121,"vest, naiste",,tekstiil
624343,ERM B 197:122,"aluspesu, rinnahoidja",puuvill,tekstiil
624344,ERM B 197:123,"ujumispüksid, poiste",polüamiid,tekstiil
624345,ERM B 197:124,pluus,puuvill,tekstiil
624346,ERM B 197:125/ab,kingad,lakknahk,nahk
624347,ERM B 197:126,leivalabidas,lehtpuu,puit
624348,ERM B 197:127,suitsed,raud,metall
624349,ERM B 197:128,uksehaak,raud,metall
624350,ERM B 197:129,ankur,raud,metall
624351,ERM B 197:130,nahapihid,kask,puit
624352,ERM B 197:131,ikoon,metall,metall
624352,ERM B 197:131,ikoon,okaspuit,puit
624352,ERM B 197:131,ikoon,plekk,metall
624353,ERM B 197:132,kann,fajanss,keraamika
624354,ERM B 197:133,"kleidiriie, katkend",puuvill,tekstiil
624355,ERM B 197:134,pühasenurga alus,okaspuit,puit
624356,ERM B 197:135,kardin,puuvill,tekstiil
624357,ERM B 197:136/1-2,kardinapuud,metall,metall
624357,ERM B 197:136/1-2,kardinapuud,nöör,tekstiil
624357,ERM B 197:136/1-2,kardinapuud,okaspuit,puit
624357,ERM B 197:136/1-2,kardinapuud,plekk,metall
624357,ERM B 197:136/1-2,kardinapuud,puuvill,tekstiil
624358,ERM B 197:137,kohver,kask,puit
624358,ERM B 197:137,kohver,metall,metall
624358,ERM B 197:137,kohver,okaspuit,puit
624358,ERM B 197:137,kohver,vineer,puit
624833,ERM B 179:117,suga,lehtpuu,puit
624833,ERM B 179:117,suga,okaspuit,puit
624833,ERM B 179:117,suga,,puit
624833,ERM B 179:117,suga,,metall
624834,ERM B 179:118,lillepott,kuusk,puit
624841,ERM B 179:121,seelikuriie,,tekstiil
624841,ERM B 179:121,seelikuriie,linane,tekstiil
624841,ERM B 179:121,seelikuriie,lõim,tekstiil
624841,ERM B 179:121,seelikuriie,vill,tekstiil
624842,ERM B 179:122,seelikuriie,kude,tekstiil
624842,ERM B 179:122,seelikuriie,linane,tekstiil
624842,ERM B 179:122,seelikuriie,lõim,tekstiil
624842,ERM B 179:122,seelikuriie,vill,tekstiil
624843,ERM B 179:123,käi,kivim,tekstiil
624843,ERM B 179:123,käi,kuusk,tekstiil
624843,ERM B 179:123,käi,nahk,tekstiil
624843,ERM B 179:123,käi,raud,tekstiil
624845,ERM B 179:124/ab,"vaalikurikas, kaikaga",kaigas,puit
624845,ERM B 179:124/ab,"vaalikurikas, kaikaga",kask,puit
624845,ERM B 179:124/ab,"vaalikurikas, kaikaga",,puit
624845,ERM B 179:124/ab,"vaalikurikas, kaikaga",kuusk,puit
624846,ERM B 179:125/ab,labakindad,lõng,tekstiil
624846,ERM B 179:125/ab,labakindad,vill,tekstiil
624847,ERM B 179:126,alusseelik,labane kangas,tekstiil
624847,ERM B 179:126,alusseelik,linane,tekstiil
624850,ERM B 179:127,seelikuriie,kude,tekstiil
624850,ERM B 179:127,seelikuriie,linane,tekstiil
624850,ERM B 179:127,seelikuriie,lõim,tekstiil
624852,ERM B 179:128,vikat,kask,puit
624852,ERM B 179:128,vikat,metall,metall
624853,ERM B 179:129/ab,labakindad,lõng,tekstiil
624853,ERM B 179:129/ab,labakindad,lõng,tekstiil
624853,ERM B 179:129/ab,labakindad,nahk,tekstiil
624853,ERM B 179:129/ab,labakindad,vill,tekstiil
624854,ERM B 179:130,korv,mänd,puit
624855,ERM B 179:131,korv,mänd,puit
624857,ERM B 179:133,alusseelik,puuvill,tekstiil
624857,ERM B 179:133,alusseelik,,tekstiil
624857,ERM B 179:133,alusseelik,,tekstiil
624861,ERM B 179:136,seelik,,tekstiil
624861,ERM B 179:136,seelik,kumm,tekstiil
624861,ERM B 179:136,seelik,metall,tekstiil
624861,ERM B 179:136,seelik,pael,tekstiil
624861,ERM B 179:136,seelik,puuvill,tekstiil
624861,ERM B 179:136,seelik,,tekstiil
624864,ERM B 179:138,seelik,puuvill,tekstiil
624864,ERM B 179:138,seelik,,tekstiil
624868,ERM B 179:141,käsikivi,lehtpuu,puit
624869,ERM B 179:142,kaelkoogud,kask,puit
624869,ERM B 179:142,kaelkoogud,metall,metall
624870,ERM B 179:143/ab,"vaalikurikas, kaikaga",kask,puit
624871,ERM B 179:144,saapaliist,mänd,puit
624872,ERM B 179:145,sirp,metall,metall
624873,ERM B 179:146,ankur,metall,metall
624902,ERM B 187:62,suveniirkaru,lehtpuu,puit
624903,ERM B 187:63,seinakaunistus,lehtpuu,puit
624904,ERM B 187:64,lusikas,puit,puit
624905,ERM B 187:65,lusikas,puit,puit
624906,ERM B 187:66,salatilusikas,puit,puit
624907,ERM B 187:67,kauss,puit,puit
624908,ERM B 187:68/ab,tops,puit,puit
624909,ERM B 187:69,tops,puit,puit
624910,ERM B 187:70/ab,tops,puit,puit
624916,ERM B 188:1,"rinnaehe, rahadega",hõbe,metall
624916,ERM B 188:1,"rinnaehe, rahadega",klaas,klaas
624916,ERM B 188:1,"rinnaehe, rahadega",korall,luu
624916,ERM B 188:1,"rinnaehe, rahadega",metall,metall
624916,ERM B 188:1,"rinnaehe, rahadega",,tekstiil
624940,ERM B 198:1,"peaehe, rahadega",hõbe,metall
624940,ERM B 198:1,"peaehe, rahadega",metall,metall
624940,ERM B 198:1,"peaehe, rahadega",nahk,nahk
624941,ERM B 198:2,peapael,lõng,tekstiil
624941,ERM B 198:2,peapael,puuvill,tekstiil
624941,ERM B 198:2,peapael,riie,tekstiil
624941,ERM B 198:2,peapael,siid,tekstiil
624942,ERM B 198:3,pearätik,kunstsiid,tekstiil
624942,ERM B 198:3,pearätik,sünteetika,tekstiil
624943,ERM B 198:4,vöö,koelõng,tekstiil
624943,ERM B 198:4,vöö,puuvill,tekstiil
624943,ERM B 198:4,vöö,,tekstiil
624944,ERM B 198:5/ab,varrukavärvlid,puuvill,tekstiil
624944,ERM B 198:5/ab,varrukavärvlid,riie,tekstiil
624945,ERM B 198:6,"vöö, meeste",vill,tekstiil
624945,ERM B 198:6,"vöö, meeste",vill,tekstiil
624946,ERM B 198:7,"rüü, naiste",kanep,tekstiil
624946,ERM B 198:7,"rüü, naiste",puuvill,tekstiil
624946,ERM B 198:7,"rüü, naiste",vill,tekstiil
624947,ERM B 198:8,püksid,kanep,tekstiil
624947,ERM B 198:8,püksid,puuvill,tekstiil
624948,ERM B 198:9,särk,kanep,tekstiil
624948,ERM B 198:9,särk,puuvill,tekstiil
624948,ERM B 198:9,särk,vill,tekstiil
625440,ERM B 179:147,ankur,metall,metall
625441,ERM B 179:148,ankur,metall,metall
625442,ERM B 179:149,vibupuur,kask,puit
625442,ERM B 179:149,vibupuur,kuusk,puit
625442,ERM B 179:149,vibupuur,nahk,nahk
625442,ERM B 179:149,vibupuur,,puit
625444,ERM B 179:150,pootshaak,lehtpuu,puit
625444,ERM B 179:150,pootshaak,raud,metall
625444,ERM B 179:150,pootshaak,,
625446,ERM B 179:152,taignamänd,kuusk,puit
625447,ERM B 179:153,seljakorv,okaspuit,puit
625449,ERM B 179:154,suga,lehtpuu,puit
625449,ERM B 179:154,suga,okaspuit,puit
625449,ERM B 179:154,suga,,puit
625449,ERM B 179:154,suga,,puit
625450,ERM B 179:155,suga,lehtpuu,puit
625450,ERM B 179:155,suga,okaspuit,puit
625450,ERM B 179:155,suga,,puit
625451,ERM B 179:156,aknarenn,okaspuit,puit
625452,ERM B 179:157,aknarenn,okaspuit,puit
625453,ERM B 179:158,viipsipuu,kuusk,puit
625456,ERM B 179:159,pott,savi,keraamika
625457,ERM B 179:160,suga,puit,puit
625457,ERM B 179:160,suga,puuvill,puit
625458,ERM B 179:161,suga,kanep,puit
625458,ERM B 179:161,suga,nöör,puit
625458,ERM B 179:161,suga,puit,puit
625459,ERM B 179:162,suga,kanep,puit
625459,ERM B 179:162,suga,nöör,puit
625459,ERM B 179:162,suga,puit,puit
625460,ERM B 179:163,suga,metall,metall
625460,ERM B 179:163,suga,puit,puit
625461,ERM B 179:164,soalaad,kanep,puit
625461,ERM B 179:164,soalaad,kask,puit
625461,ERM B 179:164,soalaad,metall,metall
